"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"1995","United Kingdom","Total","Percentage of active population","Total","8.5",""
"1995","Iceland","Total","Thousand persons","Total",":",""
"1995","Iceland","Total","Percentage of total population","Total",":",""
"1995","Iceland","Total","Percentage of active population","Total",":",""
"1995","Norway","Total","Thousand persons","Total","108","b"
"1995","Norway","Total","Percentage of total population","Total",":",""
"1995","Norway","Total","Percentage of active population","Total","4.9","b"
"1995","Turkey","Total","Thousand persons","Total",":",""
"1995","Turkey","Total","Percentage of total population","Total",":",""
"1995","Turkey","Total","Percentage of active population","Total",":",""
"1995","United States","Total","Thousand persons","Total","7,404",""
"1995","United States","Total","Percentage of total population","Total",":",""
"1995","United States","Total","Percentage of active population","Total","5.6",""
"1995","Japan","Total","Thousand persons","Total","2,099",""
"1995","Japan","Total","Percentage of total population","Total",":",""
"1995","Japan","Total","Percentage of active population","Total","3.1",""
"1996","European Union (28 countries)","Total","Thousand persons","Total",":",""
"1996","European Union (28 countries)","Total","Percentage of total population","Total",":",""
"1996","European Union (28 countries)","Total","Percentage of active population","Total",":",""
"1996","European Union (27 countries)","Total","Thousand persons","Total",":",""
"1996","European Union (27 countries)","Total","Percentage of total population","Total",":",""
"1996","European Union (27 countries)","Total","Percentage of active population","Total",":",""
"1996","European Union (25 countries)","Total","Thousand persons","Total",":",""
"1996","European Union (25 countries)","Total","Percentage of total population","Total",":",""
"1996","European Union (25 countries)","Total","Percentage of active population","Total",":",""
"1996","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","14,133",""
"1996","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total",":",""
"1996","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","10.9",""
"1996","Euro area (19 countries)","Total","Thousand persons","Total",":",""
"1996","Euro area (19 countries)","Total","Percentage of total population","Total",":",""
"1996","Euro area (19 countries)","Total","Percentage of active population","Total",":",""
"1996","Euro area (18 countries)","Total","Thousand persons","Total",":",""
"1996","Euro area (18 countries)","Total","Percentage of total population","Total",":",""
"1996","Euro area (18 countries)","Total","Percentage of active population","Total",":",""
"1996","Belgium","Total","Thousand persons","Total","401",""
"1996","Belgium","Total","Percentage of total population","Total",":",""
"1996","Belgium","Total","Percentage of active population","Total","9.5",""
"1996","Bulgaria","Total","Thousand persons","Total","329",""
"1996","Bulgaria","Total","Percentage of total population","Total",":",""
"1996","Bulgaria","Total","Percentage of active population","Total",":",""
"1996","Czech Republic","Total","Thousand persons","Total","201",""
"1996","Czech Republic","Total","Percentage of total population","Total",":",""
"1996","Czech Republic","Total","Percentage of active population","Total","3.9",""
"1996","Denmark","Total","Thousand persons","Total","178",""
"1996","Denmark","Total","Percentage of total population","Total",":",""
"1996","Denmark","Total","Percentage of active population","Total","6.3",""
"1996","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","3,471",""
"1996","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total",":",""
"1996","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","8.9",""
"1996","Estonia","Total","Thousand persons","Total",":",""
"1996","Estonia","Total","Percentage of total population","Total",":",""
"1996","Estonia","Total","Percentage of active population","Total",":",""
"1996","Ireland","Total","Thousand persons","Total","174",""
"1996","Ireland","Total","Percentage of total population","Total",":",""
"1996","Ireland","Total","Percentage of active population","Total","11.7",""
"1996","Greece","Total","Thousand persons","Total",":",""
"1996","Greece","Total","Percentage of total population","Total",":",""
"1996","Greece","Total","Percentage of active population","Total",":",""
"1996","Spain","Total","Thousand persons","Total","3,192",""
"1996","Spain","Total","Percentage of total population","Total","10.7",""
"1996","Spain","Total","Percentage of active population","Total","19.9",""
"1996","France","Total","Thousand persons","Total","2,763",""
"1996","France","Total","Percentage of total population","Total",":",""
"1996","France","Total","Percentage of active population","Total","10.5",""
"1996","Croatia","Total","Thousand persons","Total",":",""
"1996","Croatia","Total","Percentage of total population","Total",":",""
"1996","Croatia","Total","Percentage of active population","Total",":",""
"1996","Italy","Total","Thousand persons","Total","2,619",""
"1996","Italy","Total","Percentage of total population","Total",":",""
"1996","Italy","Total","Percentage of active population","Total","11.2",""
"1996","Cyprus","Total","Thousand persons","Total",":",""
"1996","Cyprus","Total","Percentage of total population","Total",":",""
"1996","Cyprus","Total","Percentage of active population","Total",":",""
"1996","Latvia","Total","Thousand persons","Total",":",""
"1996","Latvia","Total","Percentage of total population","Total",":",""
"1996","Latvia","Total","Percentage of active population","Total",":",""
"1996","Lithuania","Total","Thousand persons","Total",":",""
"1996","Lithuania","Total","Percentage of total population","Total",":",""
"1996","Lithuania","Total","Percentage of active population","Total",":",""
"1996","Luxembourg","Total","Thousand persons","Total","5",""
"1996","Luxembourg","Total","Percentage of total population","Total",":",""
"1996","Luxembourg","Total","Percentage of active population","Total","2.9",""
"1996","Hungary","Total","Thousand persons","Total","395",""
"1996","Hungary","Total","Percentage of total population","Total",":",""
"1996","Hungary","Total","Percentage of active population","Total","9.9",""
"1996","Malta","Total","Thousand persons","Total","8",""
"1996","Malta","Total","Percentage of total population","Total",":",""
"1996","Malta","Total","Percentage of active population","Total",":",""
"1996","Netherlands","Total","Thousand persons","Total","575",""
"1996","Netherlands","Total","Percentage of total population","Total",":",""
"1996","Netherlands","Total","Percentage of active population","Total","7.7",""
"1996","Austria","Total","Thousand persons","Total","177",""
"1996","Austria","Total","Percentage of total population","Total",":",""
"1996","Austria","Total","Percentage of active population","Total","4.7",""
"1996","Poland","Total","Thousand persons","Total","2,241",""
"1996","Poland","Total","Percentage of total population","Total",":",""
"1996","Poland","Total","Percentage of active population","Total",":",""
"1996","Portugal","Total","Thousand persons","Total","394",""
"1996","Portugal","Total","Percentage of total population","Total",":",""
"1996","Portugal","Total","Percentage of active population","Total","8.0",""
"1996","Romania","Total","Thousand persons","Total","847",""
"1996","Romania","Total","Percentage of total population","Total",":",""
"1996","Romania","Total","Percentage of active population","Total",":",""
"1996","Slovenia","Total","Thousand persons","Total","65",""
"1996","Slovenia","Total","Percentage of total population","Total",":",""
"1996","Slovenia","Total","Percentage of active population","Total","6.9",""
"1996","Slovakia","Total","Thousand persons","Total","269",""
"1996","Slovakia","Total","Percentage of total population","Total",":",""
"1996","Slovakia","Total","Percentage of active population","Total",":",""
"1996","Finland","Total","Thousand persons","Total","363",""
"1996","Finland","Total","Percentage of total population","Total",":",""
"1996","Finland","Total","Percentage of active population","Total","14.6",""
"1996","Sweden","Total","Thousand persons","Total","426",""
"1996","Sweden","Total","Percentage of total population","Total",":",""
"1996","Sweden","Total","Percentage of active population","Total","9.6",""
"1996","United Kingdom","Total","Thousand persons","Total","2,228",""
"1996","United Kingdom","Total","Percentage of total population","Total",":",""
"1996","United Kingdom","Total","Percentage of active population","Total","7.9",""
"1996","Iceland","Total","Thousand persons","Total",":",""
"1996","Iceland","Total","Percentage of total population","Total",":",""
"1996","Iceland","Total","Percentage of active population","Total",":",""
"1996","Norway","Total","Thousand persons","Total","106",""
